Entrez Gene ID	Gene Symbol	Gene Name
337972	KRTAP19-5	keratin associated protein 19-5
390933	LOC390933	protein associated with topoisomerase II homolog 1 (yeast) pseudogene
100129238	[No Symbol]	[No Name]
100131988	[No Symbol]	[No Name]
100130872	LOC100130872	hypothetical LOC100130872
10210	TOPORS	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase
84560	MT4	metallothionein 4
55768	NGLY1	N-glycanase 1
10447	FAM3C	family with sequence similarity 3, member C
81224	OR5AN2P	olfactory receptor, family 5, subfamily AN, member 2 pseudogene
170691	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17
100129847	LOC100129847	transforming protein RhoA-like
402057	RPS17P16	ribosomal protein S17 pseudogene 16
342615	[No Symbol]	[No Name]
118670	FAM24A	family with sequence similarity 24, member A
390927	ZNF793	zinc finger protein 793
282967	MAPK6PS6	mitogen-activated protein kinase 6 pseudogene 6
7643	ZNF90	zinc finger protein 90
59307	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
11085	ADAM30	ADAM metallopeptidase domain 30
284467	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A3
27044	SND1	staphylococcal nuclease and tudor domain containing 1
84418	C5orf32	chromosome 5 open reading frame 32
10813	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
100132735	LOC100132735	hypothetical protein LOC100132735
22871	NLGN1	neuroligin 1
353174	ZACN	zinc activated ligand-gated ion channel
1831	TSC22D3	TSC22 domain family, member 3
5318	PKP2	plakophilin 2
1997	ELF1	E74-like factor 1 (ets domain transcription factor)
55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
644584	LOC644584	Ewing sarcoma breakpoint region 1 pseudogene
55017	C14orf119	chromosome 14 open reading frame 119
4725	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)
26223	FBXL21	F-box and leucine-rich repeat protein 21 (gene/pseudogene)
729124	[No Symbol]	[No Name]
8813	DPM1	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit
79071	ELOVL6	ELOVL fatty acid elongase 6
100127974	LOC100127974	hypothetical LOC100127974
56911	C21orf7	chromosome 21 open reading frame 7
100131825	LOC100131825	hypothetical LOC100131825
65989	DLK2	delta-like 2 homolog (Drosophila)
152101	VENTXP4	VENT homeobox pseudogene 4
151354	FAM84A	family with sequence similarity 84, member A
360160	CYCSP8	cytochrome c, somatic pseudogene 8
400569	MED11	mediator complex subunit 11
29082	CHMP4A	chromatin modifying protein 4A
5836	PYGL	phosphorylase, glycogen, liver
5934	RBL2	retinoblastoma-like 2 (p130)
3482	IGF2R	insulin-like growth factor 2 receptor
646268	LOC646268	hCG1654703
1050	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha
123688	AGPHD1	aminoglycoside phosphotransferase domain containing 1
441938	[No Symbol]	[No Name]
29085	PHPT1	phosphohistidine phosphatase 1
146862	UNC45B	unc-45 homolog B (C. elegans)
9831	ZNF623	zinc finger protein 623
56919	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
440077	ZNF705A	zinc finger protein 705A
85026	C9orf37	chromosome 9 open reading frame 37
4118	MAL	mal, T-cell differentiation protein
285704	RGMB	RGM domain family, member B
944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8
317705	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
55780	C6orf70	chromosome 6 open reading frame 70
51155	HN1	hematological and neurological expressed 1
100131921	LOC100131921	small EDRK-rich factor 1-like
648927	LOC648927	histone acetyltransferase MYST2-like
11235	PDCD10	programmed cell death 10
6534	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7
6812	STXBP1	syntaxin binding protein 1
286336	FAM78A	family with sequence similarity 78, member A
100133123	LOC100133123	similar to hCG1809003
100129410	[No Symbol]	[No Name]
100127886	LOC100127886	hypothetical LOC100127886
5623	PSPN	persephin
442252	KRT18P22	keratin 18 pseudogene 22
27036	SIGLEC7	sialic acid binding Ig-like lectin 7
9743	ARHGAP32	Rho GTPase activating protein 32
2639	GCDH	glutaryl-CoA dehydrogenase
152405	C3orf30	chromosome 3 open reading frame 30
283011	FLJ37201	tigger transposable element derived 2 pseudogene
195827	C9orf21	chromosome 9 open reading frame 21
8405	SPOP	speckle-type POZ protein
26212	OR2B6	olfactory receptor, family 2, subfamily B, member 6
7044	LEFTY2	left-right determination factor 2
79723	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)
337876	CHSY3	chondroitin sulfate synthase 3
100128062	SLC2A3P1	solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1
100129342	[No Symbol]	[No Name]
1298	COL9A2	collagen, type IX, alpha 2
392435	LOC392435	melanoma antigen family B, 3 pseudogene
9572	NR1D1	nuclear receptor subfamily 1, group D, member 1
91408	BTF3L4	basic transcription factor 3-like 4
100129761	LOC100129761	adenosylmethionine decarboxylase 1 pseudogene
79608	RIC3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)
22809	ATF5	activating transcription factor 5
22938	SNW1	SNW domain containing 1
51135	IRAK4	interleukin-1 receptor-associated kinase 4
26168	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
84957	RELT	RELT tumor necrosis factor receptor
152189	CMTM8	CKLF-like MARVEL transmembrane domain containing 8
6513	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1
4953	ODC1	ornithine decarboxylase 1
91151	TIGD7	tigger transposable element derived 7
646754	TRIM64C	tripartite motif containing 64C
79140	CCDC28B	coiled-coil domain containing 28B
26191	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)
23556	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N
10574	CCT7	chaperonin containing TCP1, subunit 7 (eta)
55365	TMEM176A	transmembrane protein 176A
9610	RIN1	Ras and Rab interactor 1
646612	EEF1A1P25	eukaryotic translation elongation factor 1 alpha 1 pseudogene 25
405754	ERVFRD-1	endogenous retrovirus group FRD, member 1
55719	FAM178A	family with sequence similarity 178, member A
574447	MIR146B	microRNA 146b
92960	PEX11G	peroxisomal biogenesis factor 11 gamma
221120	ALKBH3	alkB, alkylation repair homolog 3 (E. coli)
2113	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
100129362	[No Symbol]	[No Name]
154881	KCTD7	potassium channel tetramerisation domain containing 7
57826	RAP2C	RAP2C, member of RAS oncogene family
55686	MREG	melanoregulin
9677	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1
7789	ZXDA	zinc finger, X-linked, duplicated A
554210	MIR429	microRNA 429
688	KLF5	Kruppel-like factor 5 (intestinal)
100128050	LOC100128050	WD repeat domain 77 pseudogene
151457	LOC151457	developmentally regulated GTP binding protein 1 pseudogene
8577	TMEFF1	transmembrane protein with EGF-like and two follistatin-like domains 1
100130235	LOC100130235	chromosome 15 open reading frame 29 pseudogene
53831	GPR84	G protein-coupled receptor 84
100129175	LOC100129175	hypothetical protein LOC100129175
6556	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
571	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1
100126518	TRNAE-CUC	transfer RNA glutamic acid (anticodon CUC)
100132989	[No Symbol]	[No Name]
140715	RPL21P2	ribosomal protein L21 pseudogene 2
5443	POMC	proopiomelanocortin
5603	MAPK13	mitogen-activated protein kinase 13
100129909	[No Symbol]	[No Name]
11135	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1
23507	LRRC8B	leucine rich repeat containing 8 family, member B
2173	FABP7	fatty acid binding protein 7, brain
100127967	LOC100127967	hypothetical LOC100127967
126282	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1
11009	IL24	interleukin 24
23642	SNHG1	small nucleolar RNA host gene 1 (non-protein coding)
651	BMP3	bone morphogenetic protein 3
55297	CCDC91	coiled-coil domain containing 91
282756	OR7E149P	olfactory receptor, family 7, subfamily E, member 149 pseudogene
4753	NELL2	NEL-like 2 (chicken)
57017	COQ9	coenzyme Q9 homolog (S. cerevisiae)
585	BBS4	Bardet-Biedl syndrome 4
124460	SNX20	sorting nexin 20
449491	DEFA8P	defensin, alpha 8 pseudogene
84671	ZNF347	zinc finger protein 347
441525	SPANXN4	SPANX family, member N4
51466	EVL	Enah/Vasp-like
10865	ARID5A	AT rich interactive domain 5A (MRF1-like)
90411	MCFD2	multiple coagulation factor deficiency 2
7351	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)
9342	SNAP29	synaptosomal-associated protein, 29kDa
7353	UFD1L	ubiquitin fusion degradation 1 like (yeast)
24148	PRPF6	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
54816	ZNF280D	zinc finger protein 280D
8612	PPAP2C	phosphatidic acid phosphatase type 2C
100131478	LOC100131478	nucleophosmin (nucleolar phosphoprotein B23, numatrin) pseudogene
149281	METTL11B	methyltransferase like 11B
83478	ARHGAP24	Rho GTPase activating protein 24
400129	SMARCE1P5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5
81697	OR2B2	olfactory receptor, family 2, subfamily B, member 2
126767	AADACL3	arylacetamide deacetylase-like 3
54507	ADAMTSL4	ADAMTS-like 4
728530	[No Symbol]	[No Name]
221833	SP8	Sp8 transcription factor
390036	OR52K1	olfactory receptor, family 52, subfamily K, member 1
338094	FAM151A	family with sequence similarity 151, member A
222166	C7orf41	chromosome 7 open reading frame 41
1338	COX6A1P1	cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 1
342531	ALOX15P1	arachidonate 15-lipoxygenase pseudogene 1
55506	H2AFY2	H2A histone family, member Y2
3925	STMN1	stathmin 1
126917	IFFO2	intermediate filament family orphan 2
8508	NIPSNAP1	nipsnap homolog 1 (C. elegans)
345462	ZNF879	zinc finger protein 879
92797	HELB	helicase (DNA) B
729738	[No Symbol]	[No Name]
285706	LOC285706	cytokine receptor-like factor 3 pseudogene
79600	TCTN1	tectonic family member 1
27145	FILIP1	filamin A interacting protein 1
284086	NEK8	NIMA (never in mitosis gene a)- related kinase 8
768239	PSAPL1	prosaposin-like 1 (gene/pseudogene)
729486	IL9RP3	interleukin 9 receptor pseudogene 3
442210	LOC442210	tubulin beta chain-like
4694	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa
84186	ZCCHC7	zinc finger, CCHC domain containing 7
25915	NDUFAF3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3
55791	LRIF1	ligand dependent nuclear receptor interacting factor 1
83719	YPEL3	yippee-like 3 (Drosophila)
100128153	[No Symbol]	[No Name]
374872	C19orf35	chromosome 19 open reading frame 35
1121	CHM	choroideremia (Rab escort protein 1)
10162	LPCAT3	lysophosphatidylcholine acyltransferase 3
285908	NCRNA00174	non-protein coding RNA 174
51411	BIN2	bridging integrator 2
8841	HDAC3	histone deacetylase 3
9057	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6
1233	CCR4	chemokine (C-C motif) receptor 4
4205	MEF2A	myocyte enhancer factor 2A
65117	RSRC2	arginine/serine-rich coiled-coil 2
407008	MIR223	microRNA 223
648665	LOC648665	hypothetical LOC648665
342898	SYCN	syncollin
391119	OR10J7P	olfactory receptor, family 10, subfamily J, member 7 pseudogene
283416	C12orf61	chromosome 12 open reading frame 61
22859	LPHN1	latrophilin 1
26205	GMEB2	glucocorticoid modulatory element binding protein 2
340527	NHSL2	NHS-like 2
374969	CCDC23	coiled-coil domain containing 23
28959	TMEM176B	transmembrane protein 176B
400836	LOC400836	SDA1 domain containing 1 pseudogene
6518	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5
100129976	LOC100129976	BRI3 binding protein pseudogene
9315	C5orf13	chromosome 5 open reading frame 13
64105	CENPK	centromere protein K
286676	ILDR1	immunoglobulin-like domain containing receptor 1
407033	MIR30D	microRNA 30d
100132765	[No Symbol]	[No Name]
644618	[No Symbol]	[No Name]
64283	RGNEF	190 kDa guanine nucleotide exchange factor
10054	UBA2	ubiquitin-like modifier activating enzyme 2
171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19
58158	NEUROD4	neurogenic differentiation 4
400223	[No Symbol]	[No Name]
140885	SIRPA	signal-regulatory protein alpha
388272	C16orf87	chromosome 16 open reading frame 87
4502	MT2A	metallothionein 2A
730201	[No Symbol]	[No Name]
57019	CIAPIN1	cytokine induced apoptosis inhibitor 1
100129896	[No Symbol]	[No Name]
80352	RNF39	ring finger protein 39
5488	PPIAP16	peptidylprolyl isomerase A (cyclophilin A) pseudogene 16
645212	LOC645212	hypothetical LOC645212
152485	ZNF827	zinc finger protein 827
79818	ZNF552	zinc finger protein 552
245937	DEFB124	defensin, beta 124
5360	PLTP	phospholipid transfer protein
6751	SSTR1	somatostatin receptor 1
55703	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B
5253	PHF2	PHD finger protein 2
100132993	RPS21P3	ribosomal protein S21 pseudogene 3
100132755	[No Symbol]	[No Name]
142680	SLC34A3	solute carrier family 34 (sodium phosphate), member 3
782	CACNB1	calcium channel, voltage-dependent, beta 1 subunit
646187	[No Symbol]	[No Name]
2444	FRK	fyn-related kinase
644101	LOC644101	chromobox homolog 3 pseudogene
81168	OR8J3	olfactory receptor, family 8, subfamily J, member 3
9993	DGCR2	DiGeorge syndrome critical region gene 2
6625	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1)
387535	HCRP1	hepatocellular carcinoma-related HCRP1
574016	CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand
170690	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16
3669	ISG20	interferon stimulated exonuclease gene 20kDa
645478	[No Symbol]	[No Name]
8443	GNPAT	glyceronephosphate O-acyltransferase
643797	LOC643797	AGVR6190
23020	SNRNP200	small nuclear ribonucleoprotein 200kDa (U5)
51029	PPPDE1	PPPDE peptidase domain containing 1
51804	SIX4	SIX homeobox 4
84226	C2orf16	chromosome 2 open reading frame 16
1419	CRYGB	crystallin, gamma B
91949	COG7	component of oligomeric golgi complex 7
81230	OR5AK1P	olfactory receptor, family 5, subfamily AK, member 1 pseudogene
7572	ZNF24	zinc finger protein 24
960	CD44	CD44 molecule (Indian blood group)
103911	RPS27AP1	ribosomal protein S27a pseudogene 1
6322	SCML1	sex comb on midleg-like 1 (Drosophila)
51315	KRCC1	lysine-rich coiled-coil 1
100128781	FAM35A2	family with sequence similarity 35, member A pseudogene
79087	ALG12	asparagine-linked glycosylation 12, alpha-1,6-mannosyltransferase homolog (S. cerevisiae)
100130155	LOC100130155	hypothetical LOC100130155
359804	MRPS29P1	mitochondrial ribosomal protein S29 pseudogene 1
9849	ZNF518A	zinc finger protein 518A
9437	NCR1	natural cytotoxicity triggering receptor 1
148811	PM20D1	peptidase M20 domain containing 1
10686	CLDN16	claudin 16
129560	LOC129560	adenosylhomocysteinase pseudogene
79712	GTDC1	glycosyltransferase-like domain containing 1
391589	KRT18P34	keratin 18 pseudogene 34
23401	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
389386	LOC389386	leucine aminopeptidase 3 pseudogene
644016	HSPD1P10	heat shock 60kDa protein 1 (chaperonin) pseudogene 10
51103	NDUFAF1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1
216	ALDH1A1	aldehyde dehydrogenase 1 family, member A1
439954	RPL7P37	ribosomal protein L7 pseudogene 37
9863	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
5885	RAD21	RAD21 homolog (S. pombe)
135293	PM20D2	peptidase M20 domain containing 2
6697	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)
1939	EIF2D	eukaryotic translation initiation factor 2D
29949	IL19	interleukin 19
100131533	LOC100131533	dpy-19-like 4 (C. elegans) pseudogene
10150	MBNL2	muscleblind-like 2 (Drosophila)
65985	AACS	acetoacetyl-CoA synthetase
80868	HCG4B	HLA complex group 4B (non-protein coding)
85302	FBF1	Fas (TNFRSF6) binding factor 1
114826	SMYD4	SET and MYND domain containing 4
100131195	LOC100131195	hypothetical protein LOC100131195
5139	PDE3A	phosphodiesterase 3A, cGMP-inhibited
115111	SLC26A7	solute carrier family 26, member 7
8409	UXT	ubiquitously-expressed transcript
100132973	LOC100132973	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) pseudogene
79016	DDA1	DET1 and DDB1 associated 1
128312	HIST3H2BB	histone cluster 3, H2bb
100131983	HNRNPA1P25	heterogeneous nuclear ribonucleoprotein A1 pseudogene 25
23167	EFR3A	EFR3 homolog A (S. cerevisiae)
100131289	LOC100131289	similar to hCG1820927
57862	ZNF410	zinc finger protein 410
161502	C15orf26	chromosome 15 open reading frame 26
730974	LOC730974	hypothetical LOC730974
79902	NUP85	nucleoporin 85kDa
3396	ICT1	immature colon carcinoma transcript 1
245934	DEFB121	defensin, beta 121
9724	UTP14C	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)
344758	GPR149	G protein-coupled receptor 149
391533	LOC391533	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) pseudogene
401980	LOC401980	4933406M09Rik pseudogene
100128191	LOC100128191	hypothetical LOC100128191
80830	APOL6	apolipoprotein L, 6
344760	VN2R1P	vomeronasal 2 receptor 1 pseudogene
51361	HOOK1	hook homolog 1 (Drosophila)
126206	NLRP5	NLR family, pyrin domain containing 5
6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa
221718	C6orf218	chromosome 6 open reading frame 218
255798	C3orf43	chromosome 3 open reading frame 43
8339	HIST1H2BG	histone cluster 1, H2bg
100130847	[No Symbol]	[No Name]
442213	C6orf138	chromosome 6 open reading frame 138
79574	EPS8L3	EPS8-like 3
401960	GAPDHP27	glyceraldehyde 3 phosphate dehydrogenase pseudogene 27
79667	FLJ13197	hypothetical FLJ13197
345930	ECT2L	epithelial cell transforming sequence 2 oncogene-like
79991	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1
2673	GFPT1	glutamine--fructose-6-phosphate transaminase 1
208	AKT2	v-akt murine thymoma viral oncogene homolog 2
286472	RAC1P4	ras-related C3 botulinum toxin substrate 1 pseudogene 4
10147	SUGP2	SURP and G patch domain containing 2
23143	LRCH1	leucine-rich repeats and calponin homology (CH) domain containing 1
221400	TDRD6	tudor domain containing 6
55234	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
222658	KCTD20	potassium channel tetramerisation domain containing 20
136371	ASB10	ankyrin repeat and SOCS box containing 10
51531	C9orf156	chromosome 9 open reading frame 156
128360	OR10T2	olfactory receptor, family 10, subfamily T, member 2
128668	RPL7AP12	ribosomal protein L7a pseudogene 12
5329	PLAUR	plasminogen activator, urokinase receptor
54942	C9orf6	chromosome 9 open reading frame 6
23312	DMXL2	Dmx-like 2
219479	OR5R1	olfactory receptor, family 5, subfamily R, member 1
647633	LOC647633	hypothetical LOC647633
100129191	[No Symbol]	[No Name]
100129248	LOC100129248	polyprenyl pyrophosphate synthetase pseudogene
441487	LOC441487	methyltransferase like 1 pseudogene
92689	FAM114A1	family with sequence similarity 114, member A1
124454	EARS2	glutamyl-tRNA synthetase 2, mitochondrial (putative)
7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
135250	RAET1E	retinoic acid early transcript 1E
644076	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)
7473	WNT3	wingless-type MMTV integration site family, member 3
128977	C22orf39	chromosome 22 open reading frame 39
6549	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2
390298	LOC390298	mitochondrial import inner membrane translocase subunit Tim17-B-like
81209	OR5BB1P	olfactory receptor, family 5, subfamily BB, member 1 pseudogene
64925	CCDC71	coiled-coil domain containing 71
55596	ZCCHC8	zinc finger, CCHC domain containing 8
100128328	[No Symbol]	[No Name]
85486	RPS19P1	ribosomal protein S19 pseudogene 1
10478	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
645120	LOC645120	apoptosis-inducing factor, mitochondrion-associated, 1 pseudogene
196463	PLBD2	phospholipase B domain containing 2
51206	GP6	glycoprotein VI (platelet)
390034	OR51R1P	olfactory receptor, family 51, subfamily R, member 1 pseudogene
147429	CHST9-AS1	CHST9 antisense RNA 1 (non-protein coding)
390082	OR52E5	olfactory receptor, family 52, subfamily E, member 5
23503	ZFYVE26	zinc finger, FYVE domain containing 26
84417	C2orf40	chromosome 2 open reading frame 40
11040	PIM2	pim-2 oncogene
729537	[No Symbol]	[No Name]
100129801	RPL12P37	ribosomal protein L12 pseudogene 37
10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
390572	LOC390572	PRELI domain containing 1 pseudogene
3474	IFNWP19	interferon, omega 1 pseudogene 19
6999	TDO2	tryptophan 2,3-dioxygenase
119369	NUDT9P1	nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1
51006	SLC35C2	solute carrier family 35, member C2
5837	PYGM	phosphorylase, glycogen, muscle
5798	PTPRN	protein tyrosine phosphatase, receptor type, N
100128932	LOC100128932	hypothetical LOC100128932
261729	STEAP2	six transmembrane epithelial antigen of the prostate 2
78989	COLEC11	collectin sub-family member 11
134505	LOC134505	eukaryotic translation initiation factor 3 subunit K pseudogene
8565	YARS	tyrosyl-tRNA synthetase
5782	PTPN12	protein tyrosine phosphatase, non-receptor type 12
2665	GDI2	GDP dissociation inhibitor 2
81926	FAM108A1	family with sequence similarity 108, member A1
5892	RAD51L3	RAD51-like 3 (S. cerevisiae)
252952	TTTY19	testis-specific transcript, Y-linked 19 (non-protein coding)
57104	PNPLA2	patatin-like phospholipase domain containing 2
55214	LEPREL1	leprecan-like 1
9063	PIAS2	protein inhibitor of activated STAT, 2
8411	EEA1	early endosome antigen 1
130865	RPL26P13	ribosomal protein L26 pseudogene 13
645227	[No Symbol]	[No Name]
9890	LPPR4	lipid phosphate phosphatase-related protein type 4
7334	UBE2N	ubiquitin-conjugating enzyme E2N
51465	UBE2J1	ubiquitin-conjugating enzyme E2, J1, U
100129367	LOC100129367	nucleolar and coiled-body phosphoprotein 1 pseudogene
140469	MYO3B	myosin IIIB
25932	CLIC4	chloride intracellular channel 4
7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A
442162	RPS4XP7	ribosomal protein S4X pseudogene 7
79777	ACBD4	acyl-CoA binding domain containing 4
84660	CCDC62	coiled-coil domain containing 62
11319	ECD	ecdysoneless homolog (Drosophila)
387791	LOC387791	mitochondrial import receptor subunit TOM20 homolog
83640	FAM103A1	family with sequence similarity 103, member A1
23438	HARS2	histidyl-tRNA synthetase 2, mitochondrial (putative)
89958	C9orf140	chromosome 9 open reading frame 140
6260	RYKP1	RYK receptor-like tyrosine kinase pseudogene 1
10992	SF3B2	splicing factor 3b, subunit 2, 145kDa
8736	MYOM1	myomesin 1, 185kDa
652423	LOC652423	nucleophosmin (nucleolar phosphoprotein B23, numatrin) pseudogene
326343	MT1DP	metallothionein 1D, pseudogene
100128172	LOC100128172	hypothetical protein LOC100128172
140564	APOBEC3D	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D
130560	SPATA3	spermatogenesis associated 3
57819	LSM2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)
55270	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15
254228	FAM26E	family with sequence similarity 26, member E
200035	NUDT17	nudix (nucleoside diphosphate linked moiety X)-type motif 17
123103	KLHL33	kelch-like 33 (Drosophila)
100132214	[No Symbol]	[No Name]
3437	IFIT3	interferon-induced protein with tetratricopeptide repeats 3
399947	C11orf87	chromosome 11 open reading frame 87
83464	APH1B	anterior pharynx defective 1 homolog B (C. elegans)
64478	CSMD1	CUB and Sushi multiple domains 1
282618	IL29	interleukin 29 (interferon, lambda 1)
401137	C4orf40	chromosome 4 open reading frame 40
10572	SIVA1	SIVA1, apoptosis-inducing factor
79690	GAL3ST4	galactose-3-O-sulfotransferase 4
11171	STRAP	serine/threonine kinase receptor associated protein
23142	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
26823	RNU12-2P	RNA, U12 small nuclear 2, pseudogene
4130	MAP1A	microtubule-associated protein 1A
3135	HLA-G	major histocompatibility complex, class I, G
2624	GATA2	GATA binding protein 2
9862	MED24	mediator complex subunit 24
24149	ZNF318	zinc finger protein 318
84176	MYH16	myosin, heavy chain 16 pseudogene
5621	PRNP	prion protein
51710	ZNF44	zinc finger protein 44
121296	LOC121296	transmembrane protein 132B pseudogene
4295	MLN	motilin
255330	C3orf46	nucleoporin 210kDa pseudogene
165545	DQX1	DEAQ box RNA-dependent ATPase 1
5901	RAN	RAN, member RAS oncogene family
140576	S100A16	S100 calcium binding protein A16
5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide
645319	LOC645319	MAS-related GPR, member X3 pseudogene
6001	RGS10	regulator of G-protein signaling 10
2649	NR6A1	nuclear receptor subfamily 6, group A, member 1
146183	OTOA	otoancorin
2592	GALT	galactose-1-phosphate uridylyltransferase
100130535	LOC100130535	vimentin pseudogene
375611	SLC26A5	solute carrier family 26, member 5 (prestin)
100131772	[No Symbol]	[No Name]
442338	IRS3P	insulin receptor substrate 3, pseudogene
80022	MYO15B	myosin XVB pseudogene
100131211	TMEM194B	transmembrane protein 194B
401081	FLJ22763	hypothetical LOC401081
122970	ACOT4	acyl-CoA thioesterase 4
4656	MYOG	myogenin (myogenic factor 4)
389033	LOC389033	placenta-specific 9 pseudogene
100130815	LOC100130815	hypothetical LOC100130815
116442	RAB39B	RAB39B, member RAS oncogene family
55203	LGI2	leucine-rich repeat LGI family, member 2
643605	LOC643605	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 pseudogene
79955	PDZD7	PDZ domain containing 7
7376	NR1H2	nuclear receptor subfamily 1, group H, member 2
220136	CCDC11	coiled-coil domain containing 11
57002	C7orf36	chromosome 7 open reading frame 36
128770	EIF4E2P1	eukaryotic translation initiation factor 4E family member 2 pseudogene 1
10380	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1
56257	MEPCE	methylphosphate capping enzyme
9797	TATDN2	TatD DNase domain containing 2
643613	[No Symbol]	[No Name]
53833	IL20RB	interleukin 20 receptor beta
3327	HSP90AB3P	heat shock protein 90kDa alpha (cytosolic), class B member 3, pseudogene
22864	R3HDM2	R3H domain containing 2
391106	VDAC1P9	voltage-dependent anion channel 1 pseudogene 9
122622	ADSSL1	adenylosuccinate synthase like 1
650560	DDX3YP3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked pseudogene 3
200373	PCDP1	primary ciliary dyskinesia protein 1
341333	LOC341333	heterogeneous nuclear ribonucleoprotein A1 pseudogene
139431	FTH1P14	ferritin, heavy polypeptide 1 pseudogene 14
400863	FLJ46020	FLJ46020 protein
401537	RPSAP49	ribosomal protein SA pseudogene 49
3952	LEP	leptin
64943	NT5DC2	5'-nucleotidase domain containing 2
9860	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2
392529	LOC392529	cordon-bleu homolog (mouse) pseudogene
729307	LOC729307	hypothetical protein LOC729307
644943	RASSF10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
54455	FBXO42	F-box protein 42
100128899	RPL7L1P9	ribosomal protein L7-like 1 pseudogene 9
408186	OVOS	ovostatin
285429	DCAF4L1	DDB1 and CUL4 associated factor 4-like 1
